frame,timestamp_s,object_id,lane_id,centroid_x,centroid_y
25,2.50,4,0,187,335
31,3.10,1,0,346,330
101,10.10,21,0,233,324
102,10.20,19,0,191,212
288,28.80,53,0,253,212
627,62.70,102,0,281,337
654,65.40,98,0,398,335
687,68.70,108,0,209,221
